  QueueTimes | ServiceTimes | SojournTimes
       0.074 |        0.155 |        0.229
       0.610 |        0.191 |        0.801
       0.053 |        0.108 |        0.161
       0.174 |        0.112 |        0.286
       0.056 |        0.958 |        1.014
       0.669 |        0.114 |        0.784
       0.379 |        0.125 |        0.504
       0.366 |        0.131 |        0.497
       0.280 |        0.115 |        0.395
       0.102 |        0.126 |        0.228
       0.174 |        0.113 |        0.286
       0.177 |        0.112 |        0.288
       0.747 |        0.130 |        0.877
       0.069 |        0.989 |        1.058
       0.449 |        0.106 |        0.555
       0.367 |        0.105 |        0.472
       0.215 |        0.105 |        0.320
       0.087 |        0.103 |        0.190
       0.052 |        0.120 |        0.172
       0.177 |        0.112 |        0.290
       0.072 |        0.142 |        0.214
       0.052 |        0.103 |        0.156
       0.138 |        0.990 |        1.127
       0.182 |        0.125 |        0.307
       0.208 |        0.124 |        0.333
       0.241 |        0.142 |        0.383
       0.162 |        1.005 |        1.167
       0.194 |        0.135 |        0.330
       0.121 |        0.116 |        0.236
       0.883 |        0.117 |        0.999
       0.077 |        0.173 |        0.249
       0.264 |        0.111 |        0.375
       0.072 |        0.145 |        0.217
       0.015 |        0.109 |        0.123
       0.056 |        0.141 |        0.197
       0.177 |        0.115 |        0.292
       1.048 |        0.114 |        1.161
       0.569 |        0.106 |        0.675
       0.542 |        0.104 |        0.646
       0.095 |        0.112 |        0.207
       0.193 |        0.104 |        0.298
       0.174 |        0.112 |        0.286
       0.184 |        0.954 |        1.138
       1.024 |        0.106 |        1.130
       0.053 |        0.945 |        0.998
       0.155 |        0.111 |        0.266
       0.175 |        0.110 |        0.285
       0.913 |        0.116 |        1.029
       0.789 |        0.101 |        0.890
       0.192 |        0.123 |        0.315
       0.184 |        0.115 |        0.299
       0.073 |        0.144 |        0.217
       0.196 |        0.105 |        0.301
       0.152 |        0.137 |        0.289
       0.556 |        0.124 |        0.680
       0.053 |        0.113 |        0.166
       0.172 |        0.153 |        0.325
       0.073 |        0.152 |        0.225
       0.040 |        0.111 |        0.151
       0.068 |        0.128 |        0.196
       0.257 |        0.118 |        0.374
       0.342 |        0.107 |        0.449
       0.310 |        0.104 |        0.414
       0.381 |        0.105 |        0.486
       0.056 |        0.110 |        0.166
       0.053 |        0.115 |        0.168
       0.052 |        0.103 |        0.154
       0.068 |        0.136 |        0.204
       0.052 |        0.102 |        0.154
       0.028 |        0.102 |        0.130
       0.045 |        0.100 |        0.146
       0.102 |        0.132 |        0.234
       0.915 |        0.134 |        1.049
       0.181 |        0.123 |        0.304
       0.140 |        0.135 |        0.275
       0.817 |        0.123 |        0.940
       0.713 |        0.116 |        0.829
       0.758 |        0.133 |        0.891
       0.194 |        0.120 |        0.314
       0.053 |        0.108 |        0.161
       0.070 |        0.125 |        0.195
       0.182 |        0.112 |        0.294
       0.687 |        0.109 |        0.796
       0.497 |        0.105 |        0.602
       0.405 |        0.119 |        0.525
       0.447 |        0.115 |        0.562
       0.145 |        0.125 |        0.269
       0.103 |        0.132 |        0.235
       0.825 |        0.124 |        0.949
       0.813 |        0.115 |        0.928
       0.205 |        0.115 |        0.320
       0.053 |        0.133 |        0.186
       0.205 |        0.123 |        0.328
       0.183 |        0.119 |        0.302
       0.073 |        0.159 |        0.232
       0.052 |        0.100 |        0.152
       0.052 |        0.103 |        0.156
       0.052 |        0.946 |        0.998
       0.295 |        0.104 |        0.400
       0.660 |        0.114 |        0.773
       0.554 |        0.101 |        0.654
       0.598 |        0.101 |        0.700
       0.374 |        0.102 |        0.477
       0.053 |        0.108 |        0.162
       0.052 |        0.099 |        0.151
       0.140 |        0.120 |        0.259
       0.068 |        0.125 |        0.192
       0.069 |        0.141 |        0.209
       0.052 |        0.101 |        0.153
       0.620 |        0.134 |        0.754
       0.765 |        0.106 |        0.872
       0.738 |        0.101 |        0.838
       0.835 |        0.101 |        0.936
       0.173 |        0.109 |        0.282
       0.174 |        0.112 |        0.286
       0.053 |        0.104 |        0.157
       0.069 |        0.144 |        0.213
       0.055 |        0.110 |        0.165
       0.023 |        0.950 |        0.974
       0.252 |        0.102 |        0.354
       0.080 |        0.099 |        0.179
       0.175 |        0.110 |        0.285
       0.924 |        0.111 |        1.035
       0.873 |        0.103 |        0.975
       0.980 |        0.101 |        1.081
       0.053 |        0.101 |        0.154
       0.156 |        0.117 |        0.273
       0.052 |        0.105 |        0.157
       0.070 |        0.137 |        0.207
       0.180 |        0.107 |        0.287
       0.073 |        0.138 |        0.211
       0.002 |        0.955 |        0.957
       0.807 |        0.099 |        0.906
       0.266 |        0.103 |        0.369
       0.100 |        0.112 |        0.212
       0.169 |        0.959 |        1.127
       0.245 |        0.108 |        0.353
       0.337 |        0.103 |        0.440
       0.549 |        0.112 |        0.660
       0.056 |        0.133 |        0.189
       0.174 |        0.125 |        0.299
       0.053 |        0.126 |        0.180
       0.069 |        0.158 |        0.227
       0.176 |        0.133 |        0.309
       0.266 |        0.965 |        1.230
       0.611 |        0.139 |        0.749
       0.303 |        0.127 |        0.430
       0.023 |        0.121 |        0.144
       0.056 |        0.127 |        0.183
       0.109 |        0.118 |        0.227
       0.092 |        0.147 |        0.239
       0.859 |        0.107 |        0.966
       0.603 |        0.105 |        0.708
       1.056 |        0.126 |        1.182
       0.525 |        0.105 |        0.630
       0.080 |        0.984 |        1.064
       0.045 |        0.102 |        0.147
       0.179 |        0.107 |        0.286
       0.502 |        0.116 |        0.618
       0.053 |        0.977 |        1.030
       0.054 |        0.116 |        0.170
       0.053 |        0.105 |        0.158
       0.052 |        0.132 |        0.185
       0.186 |        0.112 |        0.298
       0.176 |        0.126 |        0.302
       0.070 |        0.138 |        0.208
       0.072 |        0.141 |        0.213
       0.180 |        0.125 |        0.305
       0.512 |        0.119 |        0.631
       0.133 |        0.117 |        0.250
       0.826 |        0.129 |        0.955
       0.815 |        0.117 |        0.932
       0.219 |        0.122 |        0.342
       0.072 |        0.120 |        0.192
       0.077 |        0.149 |        0.226
       0.053 |        0.138 |        0.191
       0.070 |        0.142 |        0.212
       0.052 |        0.141 |        0.193
       0.052 |        0.104 |        0.156
       0.069 |        0.142 |        0.211
       0.325 |        0.115 |        0.440
       0.193 |        0.110 |        0.303
       0.204 |        0.106 |        0.310
       0.074 |        0.137 |        0.211
       0.055 |        0.110 |        0.165
       0.179 |        0.111 |        0.290
       0.099 |        0.106 |        0.204
       0.061 |        0.105 |        0.166
       0.053 |        0.132 |        0.185
       0.079 |        0.104 |        0.183
       0.883 |        0.113 |        0.996
       0.727 |        0.106 |        0.833
       0.141 |        0.110 |        0.251
       0.172 |        0.112 |        0.284
       0.206 |        0.109 |        0.315
       0.583 |        0.127 |        0.710
       0.171 |        0.122 |        0.293
       0.034 |        0.119 |        0.153
       0.053 |        0.115 |        0.168
       0.072 |        0.149 |        0.221
       0.069 |        0.153 |        0.222
       0.067 |        0.130 |        0.197
       0.162 |        0.122 |        0.284
       0.054 |        0.112 |        0.166
       0.159 |        0.137 |        0.296
       0.140 |        0.130 |        0.271
       0.056 |        0.132 |        0.189
       0.053 |        0.126 |        0.179
       0.071 |        0.145 |        0.215
       0.097 |        0.132 |        0.229
       0.057 |        0.138 |        0.194
       0.103 |        0.139 |        0.242
       0.090 |        0.122 |        0.212
       0.176 |        0.132 |        0.308
       0.216 |        0.126 |        0.342
       0.073 |        0.136 |        0.209
       0.170 |        0.132 |        0.302
       0.084 |        0.131 |        0.215
       0.053 |        0.121 |        0.174
       0.053 |        0.124 |        0.176
       0.057 |        0.136 |        0.193
       0.153 |        0.144 |        0.297
       0.057 |        0.130 |        0.187
       0.161 |        0.125 |        0.286
       0.185 |        0.138 |        0.324
       0.352 |        0.131 |        0.483
       0.166 |        0.157 |        0.323
       0.074 |        0.149 |        0.223
       0.143 |        0.139 |        0.282
       0.155 |        0.136 |        0.290
       0.169 |        0.146 |        0.314
       0.075 |        0.177 |        0.252
       0.164 |        0.163 |        0.327
       0.156 |        0.148 |        0.304
       0.302 |        0.143 |        0.445
       0.295 |        0.138 |        0.433
       0.188 |        0.146 |        0.334
       0.055 |        0.156 |        0.211
       0.708 |        0.249 |        0.957
       0.984 |        0.225 |        1.209
       0.059 |        0.253 |        0.311
       0.096 |        0.262 |        0.358
       0.056 |        0.205 |        0.261
       0.106 |        0.191 |        0.298
       0.262 |        0.193 |        0.455
       0.296 |        0.180 |        0.477
       0.318 |        0.188 |        0.506
       0.056 |        0.240 |        0.296
       0.171 |        0.197 |        0.368
       0.055 |        0.182 |        0.237
       0.198 |        0.317 |        0.515
       0.177 |        0.219 |        0.396
       0.057 |        0.197 |        0.254
       0.059 |        0.213 |        0.271
       0.137 |        0.300 |        0.437
       0.064 |        0.218 |        0.282
       0.055 |        0.222 |        0.277
       0.073 |        0.184 |        0.257
       0.042 |        0.166 |        0.208
       0.091 |        0.246 |        0.338
       0.055 |        0.215 |        0.270
       0.125 |        0.205 |        0.329
       0.199 |        0.188 |        0.387
       0.056 |        0.220 |        0.276
       0.131 |        0.216 |        0.347
       0.076 |        0.216 |        0.292
       0.063 |        0.217 |        0.280
       0.054 |        0.209 |        0.263
       0.072 |        0.228 |        0.300
       0.067 |        0.285 |        0.351
       0.395 |        0.201 |        0.596
       0.074 |        0.184 |        0.258
       0.103 |        0.201 |        0.304
       0.085 |        0.187 |        0.272
       0.011 |        0.182 |        0.193
       0.081 |        0.215 |        0.296
       0.108 |        0.219 |        0.328
       0.056 |        0.205 |        0.260
       0.176 |        0.191 |        0.368
       0.056 |        0.180 |        0.236
       0.124 |        0.159 |        0.284
       0.053 |        0.155 |        0.208
       0.052 |        0.165 |        0.217
       0.070 |        0.178 |        0.249
       0.052 |        0.149 |        0.202
       0.069 |        0.178 |        0.247
       0.146 |        0.164 |        0.310
       0.250 |        0.149 |        0.399
       0.052 |        0.157 |        0.210
       0.060 |        0.213 |        0.273
       0.055 |        0.188 |        0.243
       0.069 |        0.160 |        0.230
       0.053 |        0.135 |        0.187
       0.070 |        0.165 |        0.235
       0.013 |        0.145 |        0.159
       0.040 |        0.212 |        0.251
       0.113 |        0.262 |        0.376
       0.133 |        0.230 |        0.362
       0.271 |        0.200 |        0.471
       0.093 |        0.221 |        0.314
       0.113 |        0.217 |        0.330
       0.019 |        0.195 |        0.214
       0.055 |        0.203 |        0.258
       0.109 |        0.269 |        0.378
       0.095 |        0.192 |        0.286
       0.068 |        0.226 |        0.294
       0.153 |        0.201 |        0.354
       0.055 |        0.189 |        0.244
       0.055 |        0.217 |        0.273
       0.058 |        0.256 |        0.313
       0.056 |        0.214 |        0.270
       0.108 |        0.262 |        0.370
       0.059 |        0.211 |        0.270
       0.057 |        0.210 |        0.266
       0.096 |        0.243 |        0.338
       0.055 |        0.186 |        0.241
       0.130 |        0.220 |        0.350
       0.055 |        0.185 |        0.240
       0.186 |        0.215 |        0.402
       0.109 |        0.239 |        0.347
       0.055 |        0.226 |        0.281
       0.116 |        0.314 |        0.430
       0.063 |        0.259 |        0.322
       0.302 |        0.218 |        0.519
       0.055 |        0.188 |        0.243
       0.014 |        0.215 |        0.229
       0.202 |        0.197 |        0.399
       0.284 |        0.178 |        0.462
       0.291 |        0.165 |        0.456
       0.339 |        0.146 |        0.485
       0.382 |        0.143 |        0.525
       0.538 |        0.172 |        0.710
       0.731 |        0.143 |        0.875
       0.656 |        0.156 |        0.811
       0.809 |        0.173 |        0.982
       0.285 |        0.149 |        0.434
       0.448 |        0.144 |        0.592
       0.055 |        0.166 |        0.221
       0.053 |        0.131 |        0.184
       0.053 |        0.151 |        0.204
       0.182 |        0.156 |        0.337
       0.069 |        0.198 |        0.267
       0.053 |        0.155 |        0.208
       0.052 |        0.145 |        0.198
       0.031 |        0.165 |        0.196
       0.067 |        0.178 |        0.245
       0.067 |        0.164 |        0.231
       0.053 |        0.167 |        0.221
       0.088 |        0.176 |        0.264
       0.256 |        0.158 |        0.413
       0.053 |        0.162 |        0.215
       0.067 |        0.179 |        0.247
       0.053 |        0.148 |        0.201
       0.054 |        0.172 |        0.225
       0.071 |        0.172 |        0.242
       0.067 |        0.172 |        0.239
       0.169 |        0.166 |        0.335
       0.091 |        0.284 |        0.375
       0.189 |        0.236 |        0.425
       0.262 |        0.226 |        0.488
       0.057 |        0.228 |        0.285
       0.054 |        0.179 |        0.233
       0.122 |        0.223 |        0.345
       0.056 |        0.189 |        0.245
       0.077 |        0.211 |        0.287
       0.056 |        0.214 |        0.270
       0.056 |        0.219 |        0.275
       0.054 |        0.195 |        0.249
       0.054 |        0.181 |        0.234
       0.055 |        0.226 |        0.281
       0.039 |        0.223 |        0.261
       0.058 |        0.225 |        0.284
       0.057 |        0.195 |        0.252
       0.055 |        0.230 |        0.285
       0.054 |        0.229 |        0.283
       0.054 |        0.206 |        0.260
       0.073 |        0.207 |        0.280
       0.057 |        0.192 |        0.248
       0.055 |        0.210 |        0.265
       0.112 |        0.201 |        0.313
       0.057 |        0.193 |        0.251
       0.054 |        0.214 |        0.268
       0.227 |        0.186 |        0.412
       0.449 |        0.179 |        0.628
       0.073 |        0.213 |        0.286
       0.084 |        0.186 |        0.270
       0.294 |        0.221 |        0.515
       0.334 |        0.224 |        0.558
       0.536 |        0.245 |        0.781
       0.058 |        0.231 |        0.288
       0.055 |        0.226 |        0.281
       0.055 |        0.232 |        0.287
       0.108 |        0.187 |        0.295
       0.054 |        0.200 |        0.255
       0.054 |        0.200 |        0.254
       0.070 |        0.221 |        0.291
       0.054 |        0.178 |        0.232
       0.193 |        0.226 |        0.419
       0.247 |        0.210 |        0.456
       0.230 |        0.183 |        0.413
       0.060 |        0.232 |        0.292
       0.081 |        0.213 |        0.294
       0.075 |        0.190 |        0.265
       0.054 |        0.190 |        0.243
       0.112 |        0.242 |        0.354
       0.327 |        0.199 |        0.526
       0.340 |        0.224 |        0.564
       0.430 |        0.190 |        0.620
       0.406 |        0.190 |        0.596
       0.347 |        0.594 |        0.941
       0.652 |        0.196 |        0.848
       0.057 |        0.207 |        0.264
       0.275 |        0.171 |        0.446
       0.059 |        0.220 |        0.279
       0.059 |        0.214 |        0.272
       0.221 |        0.206 |        0.426
       0.268 |        0.219 |        0.487
       0.129 |        0.183 |        0.311
       0.056 |        0.177 |        0.233
       0.058 |        0.197 |        0.255
       0.056 |        0.193 |        0.249
       0.110 |        0.196 |        0.306
       0.100 |        0.197 |        0.296
       0.156 |        0.225 |        0.382
       0.056 |        0.231 |        0.286
       0.022 |        0.218 |        0.240
       0.098 |        0.218 |        0.316
       0.275 |        0.181 |        0.456
       0.363 |        0.173 |        0.535
       0.161 |        0.227 |        0.388
       0.183 |        0.198 |        0.382
       0.108 |        0.206 |        0.314
       0.056 |        0.187 |        0.243
       0.054 |        0.207 |        0.260
       0.114 |        0.223 |        0.337
       0.059 |        0.218 |        0.276
       0.060 |        0.207 |        0.266
       0.055 |        0.205 |        0.260
       0.054 |        0.189 |        0.243
       0.197 |        0.203 |        0.399
       0.118 |        0.214 |        0.332
       0.061 |        0.199 |        0.260
       0.174 |        0.225 |        0.400
       0.224 |        0.191 |        0.415
       0.276 |        0.184 |        0.460
       0.229 |        0.197 |        0.426
       0.078 |        0.183 |        0.262
       0.222 |        0.251 |        0.474
       0.125 |        0.270 |        0.394
       0.055 |        0.220 |        0.275
       0.054 |        0.205 |        0.259
       0.061 |        0.193 |        0.254
       0.024 |        0.234 |        0.258
       0.093 |        0.203 |        0.296
       0.139 |        0.215 |        0.353
       0.093 |        0.177 |        0.270
       0.159 |        0.284 |        0.443
       0.112 |        0.208 |        0.320
       0.081 |        0.184 |        0.265
       0.106 |        0.195 |        0.301
       0.208 |        0.234 |        0.442
       0.065 |        0.194 |        0.259
       0.058 |        0.237 |        0.295
       0.138 |        0.196 |        0.334
       0.056 |        0.194 |        0.250
       0.055 |        0.213 |        0.268
       0.055 |        0.170 |        0.225
       0.059 |        0.204 |        0.262
       0.054 |        0.180 |        0.235
       0.057 |        0.197 |        0.255
       0.142 |        0.170 |        0.312
       0.172 |        0.198 |        0.370
       0.011 |        0.175 |        0.186
       0.044 |        0.191 |        0.235
       0.114 |        0.249 |        0.364
       0.112 |        0.194 |        0.306
       0.056 |        0.209 |        0.265
       0.101 |        0.209 |        0.309
       0.061 |        0.217 |        0.278
       0.199 |        0.260 |        0.459
       0.056 |        0.198 |        0.255
       0.231 |        0.176 |        0.407
       0.396 |        0.171 |        0.567
       0.199 |        0.182 |        0.380
       0.056 |        0.137 |        0.193
       0.008 |        0.132 |        0.140
       0.053 |        0.129 |        0.182
       0.052 |        0.121 |        0.173
       0.070 |        0.156 |        0.225
       0.052 |        0.134 |        0.187
       0.046 |        0.131 |        0.177
       0.053 |        0.132 |        0.185
       0.052 |        0.155 |        0.208
       0.052 |        0.131 |        0.183
       0.053 |        0.138 |        0.191
       0.059 |        0.138 |        0.197
       0.071 |        0.177 |        0.248
       0.218 |        0.137 |        0.355
       0.273 |        0.137 |        0.410
       0.067 |        0.146 |        0.213
       0.130 |        0.213 |        0.343
       0.057 |        0.246 |        0.303
       0.306 |        0.224 |        0.531
       0.474 |        0.179 |        0.653
       0.054 |        0.185 |        0.239
       0.054 |        0.186 |        0.240
       0.057 |        0.143 |        0.200
       0.076 |        0.160 |        0.236
       0.127 |        0.156 |        0.284
       0.053 |        0.139 |        0.192
       0.068 |        0.162 |        0.230
       0.207 |        0.165 |        0.372
       0.091 |        0.151 |        0.241
       0.070 |        0.156 |        0.226
       0.052 |        0.173 |        0.225
       0.071 |        0.178 |        0.249
       0.068 |        0.191 |        0.259
       0.053 |        0.139 |        0.192
       0.005 |        0.174 |        0.179
       0.070 |        0.165 |        0.235
       0.227 |        0.144 |        0.372
       0.312 |        0.174 |        0.486
       0.090 |        0.144 |        0.235
       0.068 |        0.181 |        0.249
       0.054 |        0.140 |        0.195
       0.052 |        0.134 |        0.186
       0.174 |        0.134 |        0.308
       0.077 |        0.135 |        0.212
       0.053 |        0.167 |        0.221
       0.057 |        0.156 |        0.213
       0.052 |        0.163 |        0.216
       0.052 |        0.147 |        0.199
       0.052 |        0.138 |        0.191
       0.056 |        0.140 |        0.196
       0.052 |        0.179 |        0.231
       0.052 |        0.135 |        0.188
       0.053 |        0.150 |        0.203
       0.068 |        0.165 |        0.233
       0.094 |        0.201 |        0.295
       0.052 |        0.170 |        0.223
       0.054 |        0.148 |        0.202
       0.109 |        0.134 |        0.243
       0.072 |        0.154 |        0.227
       0.085 |        0.140 |        0.225
       0.067 |        0.182 |        0.250
       0.070 |        0.215 |        0.285
       0.053 |        0.142 |        0.194
       0.052 |        0.239 |        0.291
       0.052 |        0.144 |        0.196
       0.185 |        0.144 |        0.329
       0.276 |        0.152 |        0.428
       0.346 |        0.152 |        0.498
       0.074 |        0.216 |        0.290
       0.107 |        0.166 |        0.274
       0.082 |        0.161 |        0.243
       0.266 |        0.162 |        0.428
       0.072 |        0.161 |        0.233
       0.052 |        0.140 |        0.192
       0.052 |        0.130 |        0.182
       0.074 |        0.148 |        0.222
       0.069 |        0.164 |        0.233
       0.090 |        0.152 |        0.242
       0.234 |        0.130 |        0.365
       0.219 |        0.143 |        0.361
       0.057 |        0.146 |        0.203
       0.079 |        0.173 |        0.253
       0.042 |        0.177 |        0.218
       0.159 |        0.166 |        0.325
       0.108 |        0.145 |        0.253
       0.074 |        0.166 |        0.240
       0.052 |        0.138 |        0.190
       0.067 |        0.169 |        0.236
       0.155 |        0.150 |        0.305
       0.031 |        0.142 |        0.174
       0.153 |        0.145 |        0.297
       0.170 |        0.137 |        0.307
       0.214 |        0.135 |        0.348
       0.074 |        0.154 |        0.228
       0.108 |        0.246 |        0.353
       0.184 |        0.254 |        0.438
       0.055 |        0.189 |        0.243
       0.232 |        0.206 |        0.438
       0.055 |        0.243 |        0.298
       0.055 |        0.178 |        0.233
       0.232 |        0.175 |        0.407
       0.085 |        0.169 |        0.254
       0.205 |        0.196 |        0.401
       0.098 |        0.270 |        0.367
       0.055 |        0.188 |        0.243
       0.177 |        0.197 |        0.374
       0.098 |        0.200 |        0.298
       0.256 |        0.183 |        0.440
       0.063 |        0.177 |        0.240
       0.126 |        0.284 |        0.410
       0.016 |        0.134 |        0.150
       0.054 |        0.158 |        0.212
       0.053 |        0.145 |        0.198
       0.069 |        0.167 |        0.236
       0.052 |        0.130 |        0.182
       0.046 |        0.132 |        0.178
       0.119 |        0.135 |        0.254
       0.052 |        0.163 |        0.216
       0.091 |        0.138 |        0.229
       0.068 |        0.150 |        0.218
       0.231 |        0.181 |        0.412
       0.173 |        0.202 |        0.375
       0.339 |        0.181 |        0.520
       0.370 |        0.177 |        0.547
       0.181 |        0.199 |        0.380
       0.080 |        0.213 |        0.293
       0.206 |        0.200 |        0.406
       0.080 |        0.183 |        0.263
       0.075 |        0.177 |        0.252
       0.123 |        0.185 |        0.307
       0.148 |        0.200 |        0.347
       0.199 |        0.184 |        0.384
       0.178 |        0.195 |        0.373
       0.149 |        0.163 |        0.312
       0.081 |        0.165 |        0.246
       0.180 |        0.190 |        0.370
       0.056 |        0.169 |        0.225
       0.193 |        0.114 |        0.307
       0.053 |        0.135 |        0.188
       0.073 |        0.161 |        0.234
       0.069 |        0.173 |        0.242
       0.068 |        0.153 |        0.220
       0.038 |        0.140 |        0.178
       0.192 |        0.144 |        0.336
       0.052 |        0.133 |        0.185
       0.163 |        0.137 |        0.299
       0.150 |        0.149 |        0.299
       0.159 |        0.197 |        0.356
       0.072 |        0.204 |        0.276
       0.245 |        0.165 |        0.410
       0.052 |        0.122 |        0.175
       0.199 |        0.112 |        0.311
       0.180 |        0.124 |        0.304
       0.155 |        0.128 |        0.283
       0.083 |        0.177 |        0.260
       0.088 |        0.150 |        0.238
       0.053 |        0.150 |        0.204
       0.167 |        0.166 |        0.333
       0.057 |        0.158 |        0.215
       0.053 |        0.149 |        0.202
       0.053 |        0.122 |        0.175
       0.068 |        0.164 |        0.232
       0.191 |        0.209 |        0.400
       0.387 |        0.186 |        0.573
       0.058 |        0.186 |        0.244
       0.161 |        0.189 |        0.350
       0.171 |        0.206 |        0.377
       0.060 |        0.203 |        0.263
       0.055 |        0.189 |        0.245
       0.221 |        0.218 |        0.439
       0.117 |        0.197 |        0.313
       0.345 |        0.195 |        0.540
       0.473 |        0.187 |        0.660
       0.171 |        0.234 |        0.406
       0.010 |        0.212 |        0.221
       0.193 |        0.227 |        0.419
       0.210 |        0.225 |        0.435
       0.391 |        0.226 |        0.617
       0.144 |        0.234 |        0.378
       0.108 |        0.236 |        0.344
       0.174 |        0.206 |        0.380
       0.163 |        0.141 |        0.304
       0.055 |        0.189 |        0.244
       0.002 |        0.132 |        0.134
       0.072 |        0.182 |        0.255
       0.053 |        0.155 |        0.208
       0.104 |        0.158 |        0.262
       0.060 |        0.157 |        0.216
       0.165 |        0.150 |        0.315
       0.212 |        0.158 |        0.370
       0.091 |        0.238 |        0.329
       0.030 |        0.240 |        0.270
       0.057 |        0.205 |        0.262
       0.055 |        0.212 |        0.268
       0.158 |        0.197 |        0.355
       0.334 |        0.202 |        0.537
       0.198 |        0.193 |        0.392
       0.194 |        0.244 |        0.438
       0.207 |        0.233 |        0.440
       0.094 |        0.251 |        0.346
       0.334 |        0.246 |        0.580
       0.057 |        0.208 |        0.265
       0.056 |        0.202 |        0.258
       0.169 |        0.209 |        0.379
       0.321 |        0.246 |        0.566
       0.278 |        0.128 |        0.406
       0.104 |        0.125 |        0.229
       0.087 |        0.139 |        0.226
       0.164 |        0.142 |        0.307
       0.072 |        0.163 |        0.235
       0.069 |        0.169 |        0.238
       0.098 |        0.142 |        0.240
       0.068 |        0.173 |        0.241
       0.067 |        0.149 |        0.216
       0.055 |        0.134 |        0.189
       0.057 |        0.136 |        0.194
       0.053 |        0.124 |        0.177
       0.169 |        0.143 |        0.312
       0.071 |        0.156 |        0.228
       0.180 |        0.140 |        0.320
       0.106 |        0.138 |        0.245
       0.069 |        0.171 |        0.240
       0.087 |        0.146 |        0.233
       0.074 |        0.145 |        0.219
       0.053 |        0.131 |        0.184
       0.146 |        0.147 |        0.293
       0.174 |        0.163 |        0.336
       0.170 |        0.154 |        0.324
       0.054 |        0.141 |        0.195
       0.084 |        0.141 |        0.225
       0.176 |        0.142 |        0.318
       0.185 |        0.150 |        0.336
       0.211 |        0.145 |        0.356
       0.047 |        0.142 |        0.189
       0.055 |        0.145 |        0.200
       0.163 |        0.146 |        0.309
       0.160 |        0.139 |        0.299
       0.054 |        0.133 |        0.186
       0.163 |        0.155 |        0.318
       0.154 |        0.158 |        0.312
       0.054 |        0.148 |        0.202
       0.068 |        0.157 |        0.225
       0.058 |        0.149 |        0.207
       0.140 |        0.150 |        0.290
       0.168 |        0.173 |        0.341
       0.032 |        0.168 |        0.200
       0.060 |        0.170 |        0.230
       0.147 |        0.166 |        0.313
       0.314 |        0.157 |        0.471
       0.321 |        0.145 |        0.466
       0.072 |        0.153 |        0.226
       0.171 |        0.169 |        0.340
       0.204 |        0.169 |        0.373
       0.171 |        0.186 |        0.357
       0.098 |        0.177 |        0.275
       0.072 |        0.194 |        0.266
       0.174 |        0.275 |        0.449
       0.020 |        0.259 |        0.278
       0.061 |        0.257 |        0.318
       0.075 |        0.263 |        0.338
       0.098 |        0.234 |        0.332
       0.226 |        0.228 |        0.454
       0.441 |        0.232 |        0.674
       0.697 |        0.237 |        0.934
       0.058 |        0.238 |        0.296
       0.057 |        0.244 |        0.301
       0.110 |        0.247 |        0.357
       0.081 |        0.251 |        0.332
       0.350 |        0.274 |        0.623
       0.163 |        0.192 |        0.355
       0.237 |        0.167 |        0.404
       0.109 |        0.165 |        0.274
       0.304 |        0.169 |        0.473
       0.125 |        0.234 |        0.359
       0.351 |        0.228 |        0.578
       0.076 |        0.238 |        0.314
       0.110 |        0.212 |        0.322
       0.309 |        0.173 |        0.482
       0.417 |        0.172 |        0.590
       0.153 |        0.189 |        0.342
       0.110 |        0.188 |        0.298
       0.073 |        0.196 |        0.269
       0.057 |        0.177 |        0.234
       0.054 |        0.171 |        0.225
       0.222 |        0.172 |        0.394
       0.054 |        0.177 |        0.232
       0.163 |        0.194 |        0.357
       0.173 |        0.180 |        0.353
       0.244 |        0.276 |        0.520
       0.384 |        0.256 |        0.640
       0.345 |        0.266 |        0.611
       0.217 |        0.261 |        0.478
       0.174 |        0.331 |        0.505
       0.183 |        0.384 |        0.568
       0.055 |        0.344 |        0.398
       0.039 |        0.361 |        0.401
       0.108 |        0.363 |        0.471
       0.480 |        0.314 |        0.794
       0.035 |        0.303 |        0.338
       0.157 |        0.293 |        0.450
       0.082 |        0.295 |        0.377
       0.191 |        0.424 |        0.616
       0.064 |        0.389 |        0.453
       0.061 |        0.350 |        0.411
       0.060 |        0.412 |        0.472
       0.243 |        0.340 |        0.582
       0.180 |        0.332 |        0.512
       0.517 |        0.317 |        0.834
       0.084 |        0.326 |        0.410
       0.193 |        0.333 |        0.527
       0.174 |        0.366 |        0.540
       0.062 |        0.305 |        0.368
       0.060 |        0.318 |        0.378
       0.059 |        0.329 |        0.388
       0.471 |        0.320 |        0.791
       0.026 |        0.327 |        0.353
       0.187 |        0.313 |        0.500
       0.080 |        0.281 |        0.361
       0.078 |        0.283 |        0.361
       0.293 |        0.261 |        0.554
       0.045 |        0.243 |        0.289
       0.064 |        0.272 |        0.335
       0.155 |        0.213 |        0.368
       0.104 |        0.197 |        0.301
       0.089 |        1.075 |        1.164
       0.094 |        0.178 |        0.272
       0.172 |        0.162 |        0.334
       0.175 |        0.165 |        0.340
       0.055 |        0.162 |        0.218
       0.010 |        0.159 |        0.169
       0.055 |        0.159 |        0.214
       0.160 |        0.178 |        0.337
       0.055 |        0.168 |        0.223
       0.069 |        0.174 |        0.243
       0.153 |        0.160 |        0.314
       0.220 |        0.158 |        0.378
       0.350 |        0.138 |        0.489
       0.165 |        0.164 |        0.329
