  QueueTimes | ServiceTimes | SojournTimes
       0.321 |        0.162 |        0.483
       0.105 |        0.176 |        0.281
       0.229 |        0.194 |        0.423
       0.056 |        0.180 |        0.236
       0.174 |        0.200 |        0.374
       0.296 |        0.186 |        0.482
       0.218 |        0.201 |        0.419
       0.073 |        0.210 |        0.283
       0.001 |        0.187 |        0.188
       0.055 |        0.171 |        0.226
       0.219 |        0.178 |        0.397
       0.069 |        0.187 |        0.256
       0.054 |        0.164 |        0.219
       0.192 |        0.176 |        0.368
       0.062 |        0.172 |        0.234
       0.053 |        0.167 |        0.220
       0.075 |        0.184 |        0.258
       0.055 |        0.165 |        0.220
       0.156 |        0.166 |        0.322
       0.088 |        0.158 |        0.246
       0.215 |        0.192 |        0.407
       0.213 |        0.203 |        0.416
       0.075 |        0.226 |        0.301
       0.012 |        0.205 |        0.217
       0.205 |        0.249 |        0.454
       0.341 |        0.243 |        0.584
       0.059 |        0.237 |        0.296
       0.057 |        0.249 |        0.306
       0.057 |        0.256 |        0.313
       0.332 |        0.260 |        0.592
       0.057 |        0.276 |        0.333
       0.070 |        0.321 |        0.391
       0.058 |        0.302 |        0.360
       0.073 |        0.323 |        0.396
       0.071 |        0.342 |        0.413
       0.069 |        0.345 |        0.415
       0.064 |        0.338 |        0.402
       0.162 |        0.373 |        0.536
       0.448 |        0.362 |        0.810
       0.062 |        0.309 |        0.371
       0.059 |        0.313 |        0.372
       0.033 |        0.283 |        0.316
       0.065 |        0.252 |        0.317
       0.230 |        0.369 |        0.599
       0.060 |        0.305 |        0.365
       0.180 |        0.278 |        0.457
       0.063 |        0.256 |        0.319
       0.209 |        0.286 |        0.495
       0.206 |        0.298 |        0.504
       0.059 |        0.292 |        0.351
       0.210 |        0.311 |        0.521
       0.060 |        0.280 |        0.341
       0.057 |        0.293 |        0.350
       0.213 |        0.315 |        0.528
       0.059 |        0.274 |        0.333
       0.072 |        0.258 |        0.330
       0.243 |        0.241 |        0.484
       0.155 |        0.273 |        0.427
       0.216 |        0.281 |        0.498
       0.075 |        0.291 |        0.366
       0.039 |        0.286 |        0.325
       0.215 |        0.379 |        0.594
       0.526 |        0.359 |        0.885
       0.988 |        0.352 |        1.339
       1.148 |        0.396 |        1.544
       1.561 |        0.384 |        1.945
       1.263 |        0.345 |        1.609
       0.973 |        0.331 |        1.304
       0.015 |        0.321 |        0.336
       0.162 |        0.312 |        0.475
       0.408 |        0.266 |        0.674
       0.347 |        0.258 |        0.605
       0.495 |        0.244 |        0.740
       0.277 |        0.315 |        0.592
       0.144 |        0.307 |        0.451
       0.244 |        0.277 |        0.521
       0.219 |        0.300 |        0.520
       0.060 |        0.301 |        0.361
       0.291 |        0.309 |        0.600
       0.172 |        0.371 |        0.543
       0.392 |        0.387 |        0.779
       0.080 |        0.365 |        0.445
       0.214 |        0.337 |        0.551
       0.227 |        0.326 |        0.553
       0.212 |        0.377 |        0.589
       0.076 |        0.404 |        0.480
       0.194 |        0.458 |        0.652
       0.431 |        0.384 |        0.815
       0.755 |        0.376 |        1.132
       0.215 |        0.376 |        0.590
       0.230 |        0.339 |        0.569
       0.596 |        0.316 |        0.912
       0.849 |        0.282 |        1.131
       0.209 |        0.303 |        0.512
       0.221 |        0.332 |        0.552
       0.481 |        0.295 |        0.776
       0.221 |        0.272 |        0.494
       0.201 |        0.337 |        0.538
       0.407 |        0.310 |        0.718
       0.466 |        0.282 |        0.748
       0.251 |        0.254 |        0.506
       0.478 |        0.250 |        0.728
       0.060 |        0.235 |        0.295
       0.072 |        0.249 |        0.321
       0.178 |        0.300 |        0.479
       0.165 |        0.281 |        0.446
       0.058 |        0.252 |        0.310
       0.057 |        0.242 |        0.299
       0.224 |        0.230 |        0.455
       0.114 |        0.221 |        0.335
       0.016 |        0.220 |        0.236
       0.188 |        0.201 |        0.389
       0.056 |        0.196 |        0.252
       0.213 |        0.196 |        0.408
       0.246 |        0.199 |        0.446
       0.117 |        0.202 |        0.319
       0.077 |        0.191 |        0.268
       0.165 |        0.208 |        0.373
       0.074 |        0.207 |        0.281
       0.198 |        0.226 |        0.424
       0.240 |        0.339 |        0.579
       0.061 |        0.261 |        0.322
       0.170 |        0.325 |        0.495
       0.384 |        0.261 |        0.645
       0.232 |        0.268 |        0.500
       0.214 |        0.285 |        0.499
       0.076 |        0.275 |        0.351
       0.221 |        0.269 |        0.490
       0.208 |        0.249 |        0.457
       0.065 |        0.291 |        0.356
       0.215 |        0.275 |        0.489
       0.343 |        0.276 |        0.619
       0.059 |        0.254 |        0.313
       0.208 |        0.250 |        0.458
       0.058 |        0.241 |        0.299
       0.212 |        0.235 |        0.447
       0.106 |        0.360 |        0.466
       0.215 |        0.307 |        0.522
       0.017 |        0.275 |        0.292
       0.064 |        0.260 |        0.324
       0.070 |        0.253 |        0.324
       0.103 |        0.248 |        0.351
       0.210 |        0.275 |        0.485
       0.204 |        0.353 |        0.558
       0.083 |        0.266 |        0.349
       0.212 |        0.254 |        0.466
       0.075 |        0.251 |        0.326
       0.210 |        0.246 |        0.456
       0.193 |        0.231 |        0.425
       0.075 |        0.226 |        0.301
       0.209 |        0.259 |        0.468
       0.347 |        0.226 |        0.574
       0.075 |        0.212 |        0.287
       0.056 |        0.205 |        0.261
       0.184 |        0.223 |        0.407
       0.390 |        0.220 |        0.610
       0.133 |        0.214 |        0.347
       0.214 |        0.217 |        0.431
       0.163 |        0.262 |        0.426
       0.091 |        0.274 |        0.365
       0.219 |        0.264 |        0.483
       0.131 |        0.249 |        0.380
       0.211 |        0.249 |        0.460
       0.008 |        0.233 |        0.241
       0.212 |        0.244 |        0.456
       0.211 |        0.246 |        0.457
       0.095 |        0.244 |        0.339
       0.121 |        0.231 |        0.352
       0.113 |        0.249 |        0.363
       0.215 |        0.235 |        0.450
       0.058 |        0.245 |        0.304
       0.211 |        0.310 |        0.521
       0.197 |        0.387 |        0.584
       0.222 |        0.343 |        0.565
       0.210 |        0.406 |        0.616
       0.085 |        0.471 |        0.556
       0.066 |        0.424 |        0.490
       0.213 |        0.471 |        0.683
       0.347 |        0.421 |        0.768
       0.067 |        0.468 |        0.536
       0.356 |        0.420 |        0.776
       0.495 |        0.398 |        0.893
       0.884 |        0.355 |        1.239
       1.116 |        0.344 |        1.461
       1.037 |        0.309 |        1.346
       0.823 |        0.308 |        1.131
       0.717 |        0.290 |        1.007
       0.198 |        0.276 |        0.474
       0.224 |        0.294 |        0.518
       0.594 |        0.258 |        0.852
       0.582 |        0.242 |        0.823
       0.756 |        0.246 |        1.002
       0.060 |        0.240 |        0.300
       0.076 |        0.280 |        0.356
       0.337 |        0.221 |        0.558
       0.217 |        0.267 |        0.485
       0.389 |        0.263 |        0.652
       0.588 |        0.229 |        0.817
       0.006 |        0.241 |        0.246
       0.210 |        0.229 |        0.438
       0.233 |        0.379 |        0.612
       0.175 |        0.342 |        0.517
       0.168 |        0.289 |        0.457
       0.075 |        0.257 |        0.332
       0.144 |        0.241 |        0.385
       0.140 |        0.239 |        0.379
       0.068 |        0.224 |        0.292
       0.201 |        0.222 |        0.423
       0.098 |        0.269 |        0.367
       0.226 |        0.280 |        0.505
       0.230 |        0.328 |        0.558
       0.275 |        0.290 |        0.565
       0.235 |        0.273 |        0.508
       0.481 |        0.271 |        0.752
       0.059 |        0.246 |        0.304
       0.233 |        0.350 |        0.583
       0.060 |        0.274 |        0.334
       0.198 |        0.253 |        0.451
       0.178 |        0.257 |        0.435
       0.057 |        0.221 |        0.277
       0.209 |        0.275 |        0.484
       0.209 |        0.415 |        0.624
       0.579 |        0.334 |        0.913
       0.710 |        0.295 |        1.005
       0.484 |        0.279 |        0.763
       0.217 |        0.285 |        0.502
       0.068 |        0.281 |        0.350
       0.222 |        0.265 |        0.487
       0.059 |        0.255 |        0.315
       0.057 |        0.248 |        0.305
       0.067 |        0.257 |        0.324
       0.058 |        0.233 |        0.292
       0.057 |        0.219 |        0.275
       0.056 |        0.214 |        0.270
       0.056 |        0.207 |        0.263
       0.055 |        0.201 |        0.256
       0.212 |        0.227 |        0.439
       0.469 |        0.208 |        0.677
       0.426 |        0.204 |        0.629
       0.217 |        0.218 |        0.435
       0.074 |        0.210 |        0.284
       0.271 |        0.189 |        0.460
       0.070 |        0.201 |        0.271
       0.070 |        0.196 |        0.266
       0.173 |        0.201 |        0.374
       0.056 |        0.188 |        0.244
       0.107 |        0.177 |        0.285
       0.071 |        0.193 |        0.263
       0.018 |        0.166 |        0.185
       0.106 |        0.267 |        0.373
       0.251 |        0.209 |        0.459
       0.181 |        0.234 |        0.414
       0.074 |        0.223 |        0.296
       0.069 |        0.224 |        0.293
       0.262 |        0.200 |        0.461
       0.211 |        0.230 |        0.442
       0.057 |        0.206 |        0.263
       0.056 |        0.229 |        0.285
       0.028 |        0.201 |        0.229
       0.077 |        0.312 |        0.389
       0.153 |        0.249 |        0.402
       0.058 |        0.222 |        0.280
       0.209 |        0.248 |        0.457
       0.334 |        0.236 |        0.570
       0.183 |        0.276 |        0.460
       0.074 |        0.337 |        0.412
       0.218 |        0.348 |        0.566
       0.063 |        0.263 |        0.326
       0.091 |        0.322 |        0.414
       0.217 |        0.336 |        0.553
       0.631 |        0.314 |        0.945
       0.657 |        0.278 |        0.934
       0.329 |        0.275 |        0.603
       0.314 |        0.254 |        0.568
       0.058 |        0.229 |        0.288
       0.056 |        0.229 |        0.285
       0.163 |        0.232 |        0.395
       0.206 |        0.239 |        0.445
       0.074 |        0.228 |        0.302
       0.040 |        0.212 |        0.252
       0.210 |        0.228 |        0.438
       0.185 |        0.221 |        0.406
       0.454 |        0.214 |        0.667
       0.224 |        0.200 |        0.424
       0.197 |        0.185 |        0.382
       0.191 |        0.234 |        0.425
       0.211 |        0.257 |        0.468
       0.074 |        0.247 |        0.321
       0.026 |        0.233 |        0.259
       0.211 |        0.254 |        0.465
       0.318 |        0.234 |        0.552
       0.510 |        0.216 |        0.726
       0.352 |        0.206 |        0.558
       0.035 |        0.198 |        0.232
       0.214 |        0.191 |        0.405
       0.459 |        0.184 |        0.643
       0.004 |        0.174 |        0.177
       0.214 |        0.223 |        0.437
       0.441 |        0.219 |        0.660
       0.057 |        0.207 |        0.264
       0.268 |        0.258 |        0.526
       0.219 |        0.254 |        0.473
       0.383 |        0.248 |        0.630
       0.561 |        0.225 |        0.786
       0.057 |        0.204 |        0.261
       0.056 |        0.205 |        0.261
       0.055 |        0.188 |        0.243
       0.215 |        0.217 |        0.431
       0.074 |        0.223 |        0.298
       0.070 |        0.215 |        0.285
       0.221 |        0.210 |        0.431
       0.208 |        0.228 |        0.436
       0.434 |        0.207 |        0.641
       0.057 |        0.196 |        0.253
       0.075 |        0.202 |        0.277
       0.055 |        0.180 |        0.235
       0.056 |        0.183 |        0.239
       0.207 |        0.215 |        0.422
       0.220 |        0.313 |        0.533
       0.195 |        0.275 |        0.471
       0.544 |        0.260 |        0.805
       0.366 |        0.247 |        0.613
       0.534 |        0.224 |        0.758
       0.605 |        0.229 |        0.834
       0.528 |        0.216 |        0.745
       0.633 |        0.209 |        0.841
       0.393 |        0.196 |        0.588
       0.057 |        0.206 |        0.263
       0.055 |        0.179 |        0.234
       0.214 |        0.191 |        0.405
       0.073 |        0.226 |        0.299
       0.185 |        0.195 |        0.380
       0.056 |        0.188 |        0.244
       0.054 |        0.181 |        0.236
       0.213 |        0.189 |        0.402
       0.206 |        0.212 |        0.418
       0.063 |        0.206 |        0.269
       0.222 |        0.219 |        0.440
       0.234 |        0.305 |        0.539
       0.581 |        0.225 |        0.806
       0.503 |        0.200 |        0.702
       0.205 |        0.198 |        0.403
       0.237 |        0.202 |        0.439
       0.215 |        0.201 |        0.416
       0.404 |        0.189 |        0.593
       0.230 |        0.179 |        0.409
       0.055 |        0.170 |        0.225
       0.219 |        0.197 |        0.416
       0.096 |        0.178 |        0.274
       0.111 |        0.177 |        0.288
       0.056 |        0.172 |        0.227
       0.223 |        0.175 |        0.398
       0.074 |        0.187 |        0.261
       0.204 |        0.195 |        0.399
       0.401 |        0.198 |        0.598
       0.219 |        0.236 |        0.455
       0.175 |        0.241 |        0.416
       0.457 |        0.223 |        0.681
       0.398 |        0.223 |        0.622
       0.421 |        0.206 |        0.627
       0.142 |        0.211 |        0.353
       0.134 |        0.181 |        0.316
       0.216 |        0.229 |        0.445
       0.465 |        0.223 |        0.687
       0.057 |        0.212 |        0.270
       0.220 |        0.218 |        0.438
       0.057 |        0.202 |        0.258
       0.211 |        0.214 |        0.425
       0.362 |        0.193 |        0.555
       0.064 |        0.207 |        0.271
       0.056 |        0.190 |        0.247
       0.220 |        0.208 |        0.428
       0.122 |        0.199 |        0.321
       0.213 |        0.212 |        0.425
       0.056 |        0.196 |        0.252
       0.239 |        0.207 |        0.446
       0.246 |        0.288 |        0.534
       0.402 |        0.218 |        0.620
       0.116 |        0.209 |        0.325
       0.178 |        0.214 |        0.392
       0.383 |        0.199 |        0.582
       0.553 |        0.196 |        0.748
       0.670 |        0.185 |        0.855
       0.180 |        0.178 |        0.358
       0.076 |        0.194 |        0.269
       0.214 |        0.207 |        0.421
       0.195 |        0.208 |        0.404
       0.218 |        0.218 |        0.436
       0.239 |        0.200 |        0.439
       0.288 |        0.225 |        0.513
       0.522 |        0.209 |        0.731
       0.206 |        0.239 |        0.445
       0.057 |        0.215 |        0.272
       0.055 |        0.209 |        0.264
       0.055 |        0.223 |        0.278
       0.195 |        0.213 |        0.409
       0.056 |        0.195 |        0.251
       0.206 |        0.279 |        0.485
       0.214 |        0.252 |        0.466
       0.074 |        0.244 |        0.318
       0.203 |        0.248 |        0.451
       0.057 |        0.224 |        0.282
       0.258 |        0.223 |        0.482
       0.134 |        0.348 |        0.482
       0.408 |        0.274 |        0.682
       0.635 |        0.250 |        0.885
       0.536 |        0.236 |        0.771
       0.548 |        0.231 |        0.779
       0.437 |        0.217 |        0.654
       0.078 |        0.200 |        0.279
       0.077 |        0.213 |        0.290
       0.222 |        0.348 |        0.570
       0.211 |        0.348 |        0.559
       0.643 |        0.271 |        0.914
       0.938 |        0.258 |        1.196
       1.218 |        0.240 |        1.458
       0.173 |        0.236 |        0.409
       0.212 |        0.233 |        0.445
       0.209 |        0.247 |        0.456
       0.223 |        0.239 |        0.461
       0.274 |        0.242 |        0.516
       0.414 |        0.218 |        0.632
       0.094 |        0.210 |        0.304
       0.067 |        0.199 |        0.266
       0.065 |        0.238 |        0.302
       0.076 |        0.236 |        0.311
       0.165 |        0.314 |        0.479
       0.058 |        0.237 |        0.295
       0.070 |        0.250 |        0.320
       0.349 |        0.239 |        0.588
       0.132 |        0.224 |        0.357
       0.066 |        0.298 |        0.364
       0.227 |        0.296 |        0.523
       0.211 |        0.323 |        0.534
       0.253 |        0.295 |        0.549
       0.532 |        0.277 |        0.809
       0.037 |        0.268 |        0.305
       0.060 |        0.257 |        0.318
       0.268 |        0.241 |        0.510
       0.215 |        0.358 |        0.574
       0.667 |        0.300 |        0.967
       0.345 |        0.275 |        0.620
       0.211 |        0.292 |        0.503
       0.059 |        0.294 |        0.353
       0.180 |        0.251 |        0.431
       0.394 |        0.231 |        0.625
       0.057 |        0.222 |        0.280
       0.071 |        0.227 |        0.298
       0.223 |        0.243 |        0.466
       0.219 |        0.229 |        0.448
       0.059 |        0.219 |        0.278
       0.005 |        0.214 |        0.219
       0.218 |        0.221 |        0.439
       0.057 |        0.229 |        0.286
       0.228 |        0.192 |        0.420
       0.174 |        0.215 |        0.390
       0.216 |        0.223 |        0.438
       0.269 |        0.224 |        0.493
       0.158 |        0.205 |        0.362
       0.340 |        0.206 |        0.546
       0.325 |        0.185 |        0.509
       0.556 |        0.183 |        0.739
       0.194 |        0.189 |        0.383
       0.226 |        0.187 |        0.413
       0.057 |        0.219 |        0.275
       0.069 |        0.208 |        0.278
       0.162 |        0.223 |        0.385
       0.155 |        0.207 |        0.361
       0.050 |        0.209 |        0.258
       0.076 |        0.210 |        0.286
       0.271 |        0.222 |        0.493
       0.450 |        0.199 |        0.648
       0.405 |        0.192 |        0.597
       0.064 |        0.226 |        0.290
       0.143 |        0.208 |        0.351
       0.281 |        0.203 |        0.484
       0.288 |        0.198 |        0.486
       0.224 |        0.200 |        0.424
       0.186 |        0.261 |        0.447
       0.058 |        0.211 |        0.269
       0.164 |        0.203 |        0.366
       0.212 |        0.216 |        0.429
       0.204 |        0.204 |        0.408
       0.077 |        0.212 |        0.288
       0.071 |        0.214 |        0.285
       0.126 |        0.179 |        0.306
       0.210 |        0.208 |        0.418
       0.058 |        0.201 |        0.259
       0.071 |        0.212 |        0.283
       0.279 |        0.190 |        0.468
       0.442 |        0.188 |        0.631
       0.579 |        0.177 |        0.757
       0.046 |        0.169 |        0.215
       0.190 |        0.170 |        0.360
       0.054 |        0.167 |        0.221
       0.250 |        0.158 |        0.407
       0.223 |        0.163 |        0.386
       0.166 |        0.178 |        0.345
       0.055 |        0.165 |        0.220
       0.214 |        0.185 |        0.399
       0.156 |        0.172 |        0.328
       0.217 |        0.176 |        0.394
       0.235 |        0.172 |        0.407
       0.162 |        0.176 |        0.338
       0.228 |        0.182 |        0.410
       0.192 |        0.202 |        0.394
       0.038 |        0.185 |        0.223
       0.251 |        0.184 |        0.435
       0.056 |        0.197 |        0.253
       0.212 |        0.195 |        0.407
       0.396 |        0.180 |        0.576
       0.408 |        0.172 |        0.580
       0.062 |        0.181 |        0.243
       0.212 |        0.226 |        0.439
       0.006 |        0.199 |        0.205
       0.136 |        0.188 |        0.324
       0.311 |        0.185 |        0.495
       0.379 |        0.178 |        0.557
       0.459 |        0.169 |        0.628
       0.056 |        0.170 |        0.226
       0.054 |        0.160 |        0.215
       0.262 |        0.188 |        0.450
       0.056 |        0.176 |        0.231
       0.095 |        0.165 |        0.260
       0.070 |        0.185 |        0.255
       0.208 |        0.282 |        0.490
       0.077 |        0.250 |        0.327
       0.070 |        0.269 |        0.339
       0.009 |        0.226 |        0.234
       0.219 |        0.289 |        0.509
       0.219 |        0.251 |        0.470
       0.445 |        0.255 |        0.700
       0.758 |        0.225 |        0.983
       0.343 |        0.210 |        0.553
       0.432 |        0.197 |        0.629
       0.211 |        0.295 |        0.506
       0.219 |        0.313 |        0.532
       0.170 |        0.304 |        0.474
